timestamp,symbol,interval,open,high,low,close,volume
1766133641000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133642000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133643000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133644000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133645000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133646000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133647000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133648000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133649000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133650000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133651000,BTC-USDT,1s,88013.6,88013.6,88013.6,88013.6,0.0
1766133652000,BTC-USDT,1s,87999.0,87999.0,87992.3,87992.3,0.06657083
1766133653000,BTC-USDT,1s,87992.3,87992.3,87992.3,87992.3,0.0
1766133654000,BTC-USDT,1s,87992.3,87992.3,87992.3,87992.3,0.0
1766133655000,BTC-USDT,1s,87992.3,87992.3,87992.3,87992.3,0.0
1766133656000,BTC-USDT,1s,87990.7,87990.9,87990.5,87990.5,1.28089616
1766133657000,BTC-USDT,1s,87990.5,87990.5,87990.5,87990.5,0.002273
1766133658000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.00056865
1766133659000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.0
1766133660000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.00056865
1766133661000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.00056865
1766133662000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.0
1766133663000,BTC-USDT,1s,87989.0,87989.0,87989.0,87989.0,0.43374434
1766133664000,BTC-USDT,1s,87979.1,87979.1,87979.1,87979.1,0.34000484
1766133665000,BTC-USDT,1s,87979.1,87979.1,87979.1,87979.1,0.0
1766133666000,BTC-USDT,1s,87979.1,87979.1,87979.1,87979.1,0.0
1766133667000,BTC-USDT,1s,87974.3,87974.3,87968.7,87968.7,1.17680482
1766133668000,BTC-USDT,1s,87967.9,87967.9,87966.6,87966.6,0.00045391
1766133669000,BTC-USDT,1s,87966.4,87966.4,87965.6,87965.6,0.00032466
1766133670000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.002274
1766133671000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.0
1766133672000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.0
1766133673000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.0
1766133674000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.0
1766133675000,BTC-USDT,1s,87965.7,87965.7,87965.7,87965.7,0.0
1766133676000,BTC-USDT,1s,87965.2,87965.2,87956.9,87956.9,0.01656611
1766133677000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.002274
1766133678000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133679000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133680000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133681000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133682000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133683000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133684000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133685000,BTC-USDT,1s,87956.7,87956.7,87956.7,87956.7,0.0
1766133686000,BTC-USDT,1s,87956.1,87956.6,87956.1,87956.6,0.00565919
1766133687000,BTC-USDT,1s,87956.2,87957.0,87956.2,87957.0,0.01131838
1766133688000,BTC-USDT,1s,87956.1,87957.0,87956.1,87956.6,0.01697757
1766133689000,BTC-USDT,1s,87956.2,87956.8,87951.7,87951.7,0.03712318
1766133690000,BTC-USDT,1s,87950.2,87950.8,87871.3,87950.8,1.0192578
1766133691000,BTC-USDT,1s,87950.9,87950.9,87950.1,87950.1,0.01359315
1766133692000,BTC-USDT,1s,87951.0,87951.0,87950.1,87950.1,0.01697874
1766133693000,BTC-USDT,1s,87950.1,87950.1,87950.1,87950.1,0.01307184
1766133694000,BTC-USDT,1s,87950.1,87950.1,87950.1,87950.1,3.319e-05
1766133695000,BTC-USDT,1s,87950.1,87950.1,87950.1,87950.1,0.0
1766133696000,BTC-USDT,1s,87950.1,87950.1,87950.1,87950.1,0.0
1766133697000,BTC-USDT,1s,87950.1,87950.8,87950.1,87950.8,0.1311799
1766133698000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133699000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133700000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133701000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133702000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133703000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.0
1766133704000,BTC-USDT,1s,87956.2,87960.9,87956.2,87960.9,0.26692255
1766133705000,BTC-USDT,1s,87972.0,87972.0,87971.1,87971.1,0.14696112
1766133706000,BTC-USDT,1s,87971.1,87971.1,87971.1,87971.1,0.0
1766133707000,BTC-USDT,1s,87971.1,87971.1,87971.1,87971.1,0.0
1766133708000,BTC-USDT,1s,87971.1,87971.1,87971.1,87971.1,0.0
1766133709000,BTC-USDT,1s,87971.1,87971.1,87971.1,87971.1,0.0
1766133710000,BTC-USDT,1s,87967.3,87967.3,87963.0,87963.0,0.28143645
1766133711000,BTC-USDT,1s,88030.8,88030.8,88030.8,88030.8,0.002272
1766133712000,BTC-USDT,1s,87950.8,87950.8,87950.8,87950.8,0.00062809
1766133713000,BTC-USDT,1s,87956.0,87960.0,87956.0,87960.0,0.06901109
1766133714000,BTC-USDT,1s,87966.7,87969.3,87966.7,87969.3,0.05950595
1766133715000,BTC-USDT,1s,87969.3,87969.3,87969.3,87969.3,0.0
1766133716000,BTC-USDT,1s,87969.3,87969.3,87969.3,87969.3,0.0
1766133717000,BTC-USDT,1s,87969.3,87969.3,87969.3,87969.3,0.0
1766133718000,BTC-USDT,1s,87969.3,87969.3,87969.3,87969.3,0.0
1766133719000,BTC-USDT,1s,87970.1,87970.1,87970.1,87970.1,0.0004488
1766133720000,BTC-USDT,1s,87971.1,87975.3,87971.1,87975.3,0.04655029
1766133721000,BTC-USDT,1s,87977.1,87977.1,87977.1,87977.1,0.07630471
1766133722000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.01569675
1766133723000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.0
1766133724000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.0
1766133725000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.0
1766133726000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.0
1766133727000,BTC-USDT,1s,87978.0,87978.0,87978.0,87978.0,0.0
1766133728000,BTC-USDT,1s,87974.7,87974.7,87968.1,87968.1,0.00272184
1766133729000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133730000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133731000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133732000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133733000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133734000,BTC-USDT,1s,87968.1,87968.1,87968.1,87968.1,0.0
1766133735000,BTC-USDT,1s,87965.5,87970.0,87965.5,87970.0,0.06614884
1766133736000,BTC-USDT,1s,87970.0,87970.0,87970.0,87970.0,0.0
1766133737000,BTC-USDT,1s,87970.0,87970.0,87970.0,87970.0,0.0
1766133738000,BTC-USDT,1s,87970.0,87970.0,87970.0,87970.0,0.0
1766133739000,BTC-USDT,1s,87970.0,87970.0,87970.0,87970.0,0.0
1766133740000,BTC-USDT,1s,87970.0,87970.0,87970.0,87970.0,0.0
1766133741000,BTC-USDT,1s,87970.8,87970.8,87965.7,87965.7,0.04616311
1766133742000,BTC-USDT,1s,87962.6,87962.6,87962.6,87962.6,0.01003689
1766133743000,BTC-USDT,1s,87961.5,87961.5,87959.9,87959.9,0.12491513
1766133744000,BTC-USDT,1s,87959.9,87959.9,87959.9,87959.9,0.0
1766133745000,BTC-USDT,1s,87946.1,87946.1,87944.4,87944.4,0.00690461
1766133746000,BTC-USDT,1s,87944.4,87944.4,87944.4,87944.4,0.0
1766133747000,BTC-USDT,1s,87937.5,87937.5,87935.9,87935.9,0.49848165
1766133748000,BTC-USDT,1s,87935.9,87935.9,87935.9,87935.9,0.0
1766133749000,BTC-USDT,1s,87928.5,87928.5,87919.0,87919.0,0.49643897
1766133750000,BTC-USDT,1s,87920.2,87920.2,87920.2,87920.2,0.0219
1766133751000,BTC-USDT,1s,87920.4,87920.4,87920.4,87920.4,0.00755224
1766133752000,BTC-USDT,1s,87920.4,87920.4,87920.4,87920.4,0.0
1766133753000,BTC-USDT,1s,87927.0,87935.1,87927.0,87935.1,0.42981073
1766133754000,BTC-USDT,1s,87939.0,87939.0,87939.0,87939.0,0.002274
1766133755000,BTC-USDT,1s,87939.0,87939.0,87939.0,87939.0,0.0
1766133756000,BTC-USDT,1s,87939.0,87939.0,87939.0,87939.0,0.0
1766133757000,BTC-USDT,1s,87939.0,87939.0,87939.0,87939.0,0.0
1766133758000,BTC-USDT,1s,87939.1,87942.1,87939.1,87942.1,0.76777488
1766133759000,BTC-USDT,1s,87936.9,87936.9,87936.9,87936.9,0.001
1766133760000,BTC-USDT,1s,87936.9,87936.9,87936.9,87936.9,0.0
1766133761000,BTC-USDT,1s,87936.9,87936.9,87936.9,87936.9,0.0
1766133762000,BTC-USDT,1s,87936.9,87936.9,87936.9,87936.9,0.0
1766133763000,BTC-USDT,1s,87933.7,87933.7,87858.8,87858.8,1.0
1766133764000,BTC-USDT,1s,87858.8,87858.8,87858.8,87858.8,0.0
1766133765000,BTC-USDT,1s,87858.8,87858.8,87858.8,87858.8,0.0
1766133766000,BTC-USDT,1s,87858.8,87858.8,87858.8,87858.8,0.0
1766133767000,BTC-USDT,1s,87858.8,87858.8,87858.8,87858.8,0.0
1766133768000,BTC-USDT,1s,87858.8,87858.8,87858.8,87858.8,0.0
