timestamp,symbol,interval,open,high,low,close,volume
1766219220000,BTC-USDT,1m,88376.7,88377.1,88361.0,88361.1,0.29838486
1766219280000,BTC-USDT,1m,88361.1,88361.1,88360.1,88360.2,0.25100641
1766219340000,BTC-USDT,1m,88360.1,88360.2,88360.1,88360.2,0.0846033
1766219400000,BTC-USDT,1m,88360.1,88360.2,88345.2,88345.2,1.02622976
1766219460000,BTC-USDT,1m,88345.2,88352.0,88250.0,88346.1,2.65855254
1766219520000,BTC-USDT,1m,88346.1,88600.0,88345.9,88346.0,1.23361252
1766219580000,BTC-USDT,1m,88346.1,88355.0,88250.0,88344.1,1.23333627
1766219640000,BTC-USDT,1m,88344.0,88351.9,88250.0,88349.8,1111.04170558
1766219700000,BTC-USDT,1m,88350.0,88377.0,88250.0,88373.1,2886.34117603
1766219760000,BTC-USDT,1m,88373.1,88394.1,88250.0,88372.2,888.18421741
1766219820000,BTC-USDT,1m,88372.2,88425.5,88250.0,88425.5,3518.06818365
1766219880000,BTC-USDT,1m,88425.5,88429.1,88415.5,88415.6,238.3680402
1766219940000,BTC-USDT,1m,88415.6,88415.6,88362.9,88410.4,1961.71023288
1766220000000,BTC-USDT,1m,88410.5,88410.5,88395.0,88395.1,204.00062497
1766220060000,BTC-USDT,1m,88395.1,88395.3,88394.5,88395.2,1777.06770309
1766220120000,BTC-USDT,1m,88395.2,88395.3,88395.1,88395.3,0.54251892
1766220180000,BTC-USDT,1m,88395.2,88395.3,88367.0,88367.0,0.49604027
1766220240000,BTC-USDT,1m,88367.0,88367.3,88233.1,88342.1,2.63251584
1766220300000,BTC-USDT,1m,88342.0,88393.9,88324.0,88324.1,0.76021515
1766220360000,BTC-USDT,1m,88324.1,88325.0,88324.0,88324.9,1110.13044038
1766220420000,BTC-USDT,1m,88325.0,88341.3,88233.1,88333.0,1332.54897299
1766220480000,BTC-USDT,1m,88333.1,88333.9,88333.0,88333.8,2221.08205012
1766220540000,BTC-USDT,1m,88333.8,88341.0,88333.8,88340.9,2664.07707693
1766220600000,BTC-USDT,1m,88340.9,88341.0,88330.0,88330.1,0.21570958
1766220660000,BTC-USDT,1m,88330.0,88344.7,88233.1,88329.3,3091.79226403
1766220720000,BTC-USDT,1m,88329.4,88329.4,88322.7,88323.0,1.31640226
1766220780000,BTC-USDT,1m,88323.0,88323.1,88312.0,88312.1,169.31211575
1766220840000,BTC-USDT,1m,88312.0,88312.1,88289.9,88290.0,35.70426887
1766220900000,BTC-USDT,1m,88290.0,88290.0,88195.5,88277.4,1.10473485
1766220960000,BTC-USDT,1m,88277.4,88277.9,88045.1,88277.4,2.97087008
1766221020000,BTC-USDT,1m,88277.5,88320.0,88000.0,88289.9,17.37115991
1766221080000,BTC-USDT,1m,88289.8,88311.6,88285.3,88285.3,2.60055007
1766221140000,BTC-USDT,1m,88285.4,88285.4,88253.6,88253.9,1.08056233
1766221200000,BTC-USDT,1m,88253.8,88320.0,88142.8,88241.7,1.51252721
1766221260000,BTC-USDT,1m,88241.8,88320.0,88221.9,88222.0,1.19521135
1766221320000,BTC-USDT,1m,88221.9,88320.0,88000.0,88245.0,185.73882392
1766221380000,BTC-USDT,1m,88245.0,88320.0,88164.6,88283.1,9.67789434
1766221440000,BTC-USDT,1m,88283.1,88289.3,88283.0,88289.0,2.50515327
1766221500000,BTC-USDT,1m,88289.0,88289.7,88000.0,88270.0,2.49118407
1766221560000,BTC-USDT,1m,88270.1,88270.9,88000.0,88267.0,1.34648403
1766221620000,BTC-USDT,1m,88267.0,88274.0,88267.0,88274.0,1.18856275
1766221680000,BTC-USDT,1m,88274.0,88285.1,88000.0,88284.9,1.59152841
1766221740000,BTC-USDT,1m,88284.9,88285.0,88265.0,88265.0,0.46681625
1766221800000,BTC-USDT,1m,88265.1,88294.1,88265.0,88293.3,0.18537844
1766221860000,BTC-USDT,1m,88293.4,88294.3,88033.3,88293.5,1.39679241
1766221920000,BTC-USDT,1m,88293.4,88294.0,88293.3,88293.6,2.0661387
1766221980000,BTC-USDT,1m,88294.0,88305.7,88079.9,88305.0,1.44545854
1766222040000,BTC-USDT,1m,88305.0,88320.0,88000.0,88294.1,4.40352895
1766222100000,BTC-USDT,1m,88294.0,88300.6,88000.0,88296.1,1.59466314
1766222160000,BTC-USDT,1m,88296.0,88305.1,88295.0,88304.9,0.12057122
1766222220000,BTC-USDT,1m,88304.9,88320.0,88000.0,88300.7,4.10856772
1766222280000,BTC-USDT,1m,88300.7,88320.0,88300.6,88309.9,2.55114457
1766222340000,BTC-USDT,1m,88310.0,88310.7,88100.0,88310.0,2.88347368
1766222400000,BTC-USDT,1m,88309.9,88328.1,88100.0,88327.9,702.12385663
1766222460000,BTC-USDT,1m,88328.0,88341.1,88118.0,88327.0,0.7401537
1766222520000,BTC-USDT,1m,88327.1,88340.8,88318.0,88318.1,2.42779232
1766222580000,BTC-USDT,1m,88318.1,88318.3,88100.0,88318.0,1.249427
1766222640000,BTC-USDT,1m,88318.0,88335.3,88318.0,88334.9,1.39687136
1766222700000,BTC-USDT,1m,88334.9,88335.0,88328.0,88328.1,3.34794229
1766222760000,BTC-USDT,1m,88328.0,88335.0,88000.0,88311.1,4.50718704
1766222820000,BTC-USDT,1m,88311.0,88311.1,88000.0,88305.0,2.64045676
1766222880000,BTC-USDT,1m,88305.0,88344.5,88301.1,88305.1,4.5359938
1766222940000,BTC-USDT,1m,88305.1,88305.1,88305.0,88305.1,0.10105827
1766223000000,BTC-USDT,1m,88305.1,88344.5,88305.0,88330.1,0.81442429
1766223060000,BTC-USDT,1m,88330.2,88330.5,88329.1,88330.2,0.08918583
1766223120000,BTC-USDT,1m,88330.1,88330.2,88000.0,88301.0,3.32557158
1766223180000,BTC-USDT,1m,88301.0,88309.8,88000.0,88307.9,3.31721023
1766223240000,BTC-USDT,1m,88308.0,88308.0,88291.3,88291.5,0.36459874
1766223300000,BTC-USDT,1m,88291.6,88298.7,88000.0,88275.1,1.94072753
1766223360000,BTC-USDT,1m,88275.1,88295.1,88261.2,88295.0,0.18612639
1766223420000,BTC-USDT,1m,88295.1,88295.1,88261.7,88261.7,31.19814268
1766223480000,BTC-USDT,1m,88261.8,88262.9,88261.2,88261.7,0.18187341
1766223540000,BTC-USDT,1m,88261.7,88268.7,88261.7,88268.7,0.38587071
1766223600000,BTC-USDT,1m,88268.7,88285.1,88000.0,88275.1,1.36209768
1766223660000,BTC-USDT,1m,88274.1,88344.5,88000.0,88275.1,12.8568214
1766223720000,BTC-USDT,1m,88275.1,88275.1,88268.0,88268.0,2.99458763
1766223780000,BTC-USDT,1m,88268.1,88268.1,88257.0,88258.1,207.56391208
1766223840000,BTC-USDT,1m,88258.1,88275.1,88257.7,88267.9,15.2784159
1766223900000,BTC-USDT,1m,88268.0,88273.0,88267.0,88267.1,0.34949784
1766223960000,BTC-USDT,1m,88267.0,88267.1,88267.0,88267.0,0.09848264
1766224020000,BTC-USDT,1m,88267.0,88267.1,88000.0,88257.1,1.8662336
1766224080000,BTC-USDT,1m,88257.1,88257.1,88256.9,88257.0,0.08973969
1766224140000,BTC-USDT,1m,88257.0,88259.0,88000.0,88257.0,1.25143859
1766224200000,BTC-USDT,1m,88257.1,88269.2,88257.0,88262.1,0.68508647
1766224260000,BTC-USDT,1m,88262.0,88263.0,88000.0,88262.0,7.10108197
1766224320000,BTC-USDT,1m,88262.1,88268.0,88261.3,88262.1,1.64747379
1766224380000,BTC-USDT,1m,88262.1,88262.1,88000.0,88262.1,1.21721784
1766224440000,BTC-USDT,1m,88262.1,88262.1,88261.4,88262.0,1.11041834
1766224500000,BTC-USDT,1m,88262.1,88264.1,88000.0,88264.1,16.46311813
1766224560000,BTC-USDT,1m,88262.0,88264.8,88262.0,88264.0,0.08597065
1766224620000,BTC-USDT,1m,88264.0,88264.0,88000.0,88260.1,1.45560313
1766224680000,BTC-USDT,1m,88260.0,88275.1,88000.0,88224.3,13.53399101
1766224740000,BTC-USDT,1m,88224.4,88275.1,88090.9,88227.1,1.55707279
1766224800000,BTC-USDT,1m,88227.1,88228.0,88000.0,88225.1,1.36929975
