timestamp,symbol,price,size,side
1766134867635,ETH-USDT,2951.4,0,sell
1766134865524,ETH-USDT,2951.85,0,buy
1766134861223,ETH-USDT,2951.51,0,buy
1766134856523,ETH-USDT,2951.75,0,buy
1766134853223,ETH-USDT,2951.65,0,buy
1766134850635,ETH-USDT,2951.56,0,buy
1766134849523,ETH-USDT,2951.43,0,buy
1766134843625,ETH-USDT,2951.8,0,buy
1766134839624,ETH-USDT,2951.8,0,buy
1766134837242,ETH-USDT,2951.67,0,buy
1766134834723,ETH-USDT,2951.76,0,buy
1766134834723,ETH-USDT,2951.59,0,buy
1766134834723,ETH-USDT,2951.5,0,buy
1766134834723,ETH-USDT,2951.48,0,buy
1766134829123,ETH-USDT,2950.3,0,buy
1766134828253,ETH-USDT,2950.29,0,sell
1766134828237,ETH-USDT,2950.23,0,sell
1766134828223,ETH-USDT,2950.23,0,sell
1766134826635,ETH-USDT,2950.0,0,buy
1766134825635,ETH-USDT,2949.97,0,buy
1766134825372,ETH-USDT,2949.97,0,buy
1766134825323,ETH-USDT,2949.97,0,buy
1766134824599,ETH-USDT,2950.05,0,buy
1766134824536,ETH-USDT,2950.05,0,buy
1766134824242,ETH-USDT,2949.97,0,sell
1766134824023,ETH-USDT,2950.05,0,buy
1766134823807,ETH-USDT,2950.05,0,buy
1766134823807,ETH-USDT,2950.0,0,buy
1766134823242,ETH-USDT,2949.98,0,sell
1766134822242,ETH-USDT,2949.99,0,sell
1766134821635,ETH-USDT,2950.0,0,sell
1766134821242,ETH-USDT,2950.0,0,sell
1766134821242,ETH-USDT,2950.02,0,sell
1766134821242,ETH-USDT,2950.03,0,sell
1766134821242,ETH-USDT,2950.07,0,sell
1766134821242,ETH-USDT,2950.14,0,sell
1766134821242,ETH-USDT,2950.17,0,sell
1766134821242,ETH-USDT,2950.18,0,sell
1766134821242,ETH-USDT,2950.19,0,sell
1766134821242,ETH-USDT,2950.2,0,sell
1766134821242,ETH-USDT,2950.24,0,sell
1766134821242,ETH-USDT,2950.37,0,sell
1766134821242,ETH-USDT,2950.58,0,sell
1766134821242,ETH-USDT,2951.2,0,sell
1766134821242,ETH-USDT,2951.23,0,sell
1766134821242,ETH-USDT,2951.34,0,sell
1766134821242,ETH-USDT,2952.0,0,sell
1766134821159,ETH-USDT,2957.03,0,buy
1766134821152,ETH-USDT,2957.03,0,buy
1766134821138,ETH-USDT,2957.03,0,buy
1766134821138,ETH-USDT,2956.93,0,buy
1766134821138,ETH-USDT,2956.89,0,buy
1766134821138,ETH-USDT,2956.8,0,buy
1766134821138,ETH-USDT,2956.71,0,buy
1766134821138,ETH-USDT,2956.52,0,buy
1766134821138,ETH-USDT,2956.0,0,buy
1766134821138,ETH-USDT,2955.88,0,buy
1766134821138,ETH-USDT,2955.81,0,buy
1766134819724,ETH-USDT,2950.26,0,buy
1766134819723,ETH-USDT,2950.26,0,buy
1766134818937,ETH-USDT,2950.26,0,buy
1766134818935,ETH-USDT,2950.26,0,buy
1766134817199,ETH-USDT,2950.26,0,buy
1766134816600,ETH-USDT,2950.26,0,buy
1766134816100,ETH-USDT,2950.35,0,buy
1766134816082,ETH-USDT,2950.2,0,sell
